ocr_char,syllable,n_rows,n_pages,n_books,tiers,char_in_dict,dict_readings_of_char,n_dict_chars_for_syllable,dict_chars_for_syllable,similar_hit,gold_count,verdict,true_char,sample_images
𦝫,rô,5,5,2,SYLLABLE,True,eo oeo ro yêu,11,噜 嚕 魲 鮋 鯈 鱸 𩼁 𩽬 𫙔 𬠩 󱅫,,0,,,syllable/stt2_page_0170_c07_120.png syllable/stt2_page_0226_c05_081.png syllable/stt4_page_0054_c07_141.png syllable/stt4_page_0088_c02_014.png syllable/stt4_page_0276_c06_108.png
亮,đâu,5,5,2,SYLLABLE,True,lương lượng,34,     𱏫 丟 丢 兜 兠 厾 叨 唗 篼 芇 蔸 銩 铥 頭 颩,,0,,,syllable/stt4_page_0096_c01_006.png syllable/stt11_page_0104_c09_160.png syllable/stt11_page_0240_c09_197.png syllable/stt11_page_0268_c06_111.png syllable/stt11_page_0298_c05_096.png
弃,ông,5,5,2,SYLLABLE,True,khí,17, 嗡 東 王 翁 蓊 螉 鶲 䈵 𣸜 𩔚 𪂔 𪪳 󰎰 塕 滃 鹟,,0,,,syllable/stt2_page_0030_c04_072.png syllable/stt2_page_0114_c08_155.png syllable/stt2_page_0176_c02_024.png syllable/stt2_page_0228_c01_000.png syllable/stt11_page_0240_c05_103.png
志,thăng,5,5,2,SYLLABLE,True,chí quyết,16,勝 升 呏 堘 塍 斘 昇 胜 阩 陞 陹 鼟 㚈 𦫵 𧿘 𨁠,,1,,,syllable/stt2_page_0040_c09_173.png syllable/stt2_page_0262_c03_048.png syllable/stt2_page_0308_c09_146.png syllable/stt2_page_0328_c09_163.png syllable/stt4_page_0238_c07_136.png
佯,còn,5,4,1,SYLLABLE,True,dương,15, 哙 喂 噲 存 羣 群 自 䭽 𠹩 𡥵 𫲳 󰅹 󱟟 󱫦,,0,,,syllable/stt2_page_0158_c04_065.png syllable/stt2_page_0158_c06_098.png syllable/stt2_page_0222_c07_133.png syllable/stt2_page_0276_c06_108.png syllable/stt2_page_0292_c01_001.png
𩲸,con,5,5,1,SYLLABLE,True,bạc phách,15,ヌ  婫 岞 昆 晜 罤 群 㒭 𡥵 𣋥 𤙭 𥊽 𧲟 𫴾,,0,,,syllable/stt4_page_0012_c04_067.png syllable/stt4_page_0108_c01_014.png syllable/stt4_page_0146_c06_091.png syllable/stt4_page_0166_c08_157.png syllable/stt4_page_0230_c01_013.png
浦,phô,5,5,1,SYLLABLE,True,bồ bổ phố phổ,26,哺 堡 尃 庯 怤 抪 捕 敷 旉 甫 痡 舖 舗 逋 鋪 铺 餔 鯆 㕮 㩤,哺 捕 铺,0,,,syllable/stt2_page_0046_c02_030.png syllable/stt2_page_0104_c04_085.png syllable/stt2_page_0106_c01_005.png syllable/stt2_page_0108_c09_153.png syllable/stt2_page_0214_c06_107.png
俞,trời,5,5,2,SYLLABLE,True,chậu du dũ gió rủ,13, 俼 天 旹 𠅜 𠳒 𡗶 𢚸 𣈗 𫯝 𫶸 󱞿 沈,,0,,,syllable/stt2_page_0310_c04_063.png syllable/stt4_page_0056_c07_132.png syllable/stt4_page_0114_c01_018.png syllable/stt4_page_0120_c06_115.png syllable/stt4_page_0126_c05_109.png
寘,xin,5,5,2,SYLLABLE,True,trí,8,吀 吒 嗔 填 真 謓 㥲 𡃑,嗔 真,0,,,syllable/stt2_page_0290_c06_107.png syllable/stt4_page_0084_c09_190.png syllable/stt4_page_0140_c05_100.png syllable/stt4_page_0156_c07_118.png syllable/stt4_page_0164_c02_032.png
向,làm,5,5,3,SYLLABLE,True,bước hướng hưởng,17, 乄 滥 漤 濫 灠 爪 爫 藍 㕚 𣩂 𣽦 𪵯 𫜵 𬈋 󰥎 󱛝,,0,,,syllable/stt2_page_0312_c02_034.png syllable/stt4_page_0040_c08_167.png syllable/stt4_page_0170_c03_054.png syllable/stt11_page_0050_c01_012.png syllable/stt11_page_0268_c01_016.png
薊,lời,5,5,1,SYLLABLE,True,ké kế,27,例 俐 分 利 吝 唎 坘 塁 痢 行 調 𠅜 𠇮 𠜫 𠳐 𠳒 𡗶 𢈱 𢚸 𥒥,,0,,,syllable/stt4_page_0046_c09_182.png syllable/stt4_page_0048_c01_017.png syllable/stt4_page_0068_c08_183.png syllable/stt4_page_0098_c07_150.png syllable/stt4_page_0124_c09_185.png
聒,sống,5,4,1,SYLLABLE,True,at quát,18,弄 生 銃 𠸙 𤯨 𤯩 𦡠 𧚠 𩀳 𩩇 𩩖 𪁇 𪟤 𫪹 𬴑 𮌱 󱝙 󱨱,,0,,,syllable/stt4_page_0076_c06_121.png syllable/stt4_page_0076_c06_129.png syllable/stt4_page_0152_c06_123.png syllable/stt4_page_0228_c07_136.png syllable/stt4_page_0250_c05_095.png
衍,đức,5,5,1,SYLLABLE,True,diên diễn,21, 𱐩 𱝮 徳 德 恴 悳 惪 㤫 㥀 㥁 䙷 𢛳 𢜖 𢠀 𢤊 𨗌 𨗤 𭲖 󰆙,,0,,,syllable/stt2_page_0022_c03_053.png syllable/stt2_page_0038_c07_127.png syllable/stt2_page_0050_c06_120.png syllable/stt2_page_0088_c07_141.png syllable/stt2_page_0198_c04_062.png
奸,đức,5,4,1,SYLLABLE,True,can dan gian,21, 𱐩 𱝮 徳 德 恴 悳 惪 㤫 㥀 㥁 䙷 𢛳 𢜖 𢠀 𢤊 𨗌 𨗤 𭲖 󰆙,,24,,,syllable/stt2_page_0132_c09_165.png syllable/stt2_page_0166_c03_040.png syllable/stt2_page_0202_c03_040.png syllable/stt2_page_0208_c01_003.png syllable/stt2_page_0208_c05_089.png
嫫,mẹ,5,5,1,SYLLABLE,True,ma mô,9,姆 媄 憽 毋 母 美 袄 那 㜫,,0,,,syllable/stt11_page_0048_c02_035.png syllable/stt11_page_0138_c06_127.png syllable/stt11_page_0174_c03_057.png syllable/stt11_page_0232_c03_054.png syllable/stt11_page_0298_c02_038.png
劳,lào,5,5,2,SYLLABLE,True,lao lau lạo,13,佬 牢 狫 窂 𠈭 𡕘 𡘠 𣒲 𤘰 𥥑 𦰤 󰍈 󰹄,,0,,,syllable/stt4_page_0178_c05_084.png syllable/stt11_page_0182_c04_076.png syllable/stt11_page_0220_c08_168.png syllable/stt11_page_0260_c09_177.png syllable/stt11_page_0294_c09_189.png
前,lời,5,5,1,SYLLABLE,True,tiên tiền tiễn tiện tèn,27,例 俐 分 利 吝 唎 坘 塁 痢 行 調 𠅜 𠇮 𠜫 𠳐 𠳒 𡗶 𢈱 𢚸 𥒥,,1,,,syllable/stt4_page_0024_c01_019.png syllable/stt4_page_0026_c06_112.png syllable/stt4_page_0032_c09_174.png syllable/stt4_page_0056_c04_062.png syllable/stt4_page_0216_c09_178.png
硬,mẹ,5,5,1,SYLLABLE,True,cánh nghẹn ngạnh roi ưng ứng ừng,9,姆 媄 憽 毋 母 美 袄 那 㜫,,0,,,syllable/stt4_page_0022_c03_049.png syllable/stt4_page_0056_c08_163.png syllable/stt4_page_0094_c06_125.png syllable/stt4_page_0104_c05_100.png syllable/stt4_page_0216_c07_144.png
守,cả,5,5,2,SYLLABLE,True,giữ thú thủ,11,仍 哿 垰 奇 架 竒 𠵲 𪥘 󱝝 󱝮 󱼓,,2,,,syllable/stt2_page_0258_c06_107.png syllable/stt2_page_0304_c04_069.png syllable/stt11_page_0094_c02_034.png syllable/stt11_page_0124_c07_141.png syllable/stt11_page_0176_c06_110.png
盖,nghĩa,5,5,1,SYLLABLE,True,cái,10, 𱻊 义 儀 羛 義 解 誼 𠌾 󰒂,,0,,,syllable/stt2_page_0056_c07_133.png syllable/stt2_page_0080_c01_013.png syllable/stt2_page_0124_c02_039.png syllable/stt2_page_0210_c02_024.png syllable/stt2_page_0244_c06_102.png
宠,đem,5,5,2,SYLLABLE,True,sủng,28,   冘 剾 抌 眈 耽 躭 酖 鴆 𢲠 𨈔 𨈠 𨈦 𨈨 𨊍 𨊗 𨑴 𨑻,,0,,,syllable/stt2_page_0068_c08_155.png syllable/stt2_page_0248_c05_083.png syllable/stt2_page_0284_c05_080.png syllable/stt4_page_0042_c08_165.png syllable/stt4_page_0146_c06_086.png
諫,can,5,4,2,SYLLABLE,True,an dán gián giản lan lơn ren rán rén,39,乹 乾 亁 奸 干 幹 杆 桿 榦 檊 漧 玕 甘 矸 竿 笴 筸 肜 肝 虷,,2,,,syllable/stt4_page_0068_c05_106.png syllable/stt11_page_0118_c08_165.png syllable/stt11_page_0124_c01_013.png syllable/stt11_page_0192_c03_047.png syllable/stt11_page_0192_c07_142.png
審,xuống,5,5,1,SYLLABLE,True,săm sẩm thái thâm thăm thấm thẩm thẫm thắm thẳm thủm,17, 下 笹 𠁑 𠖈 𡬈 𨑜 𪧍 𫳭 𫴋 𬕹 𬺗 󰞘 󰡎 󱚏 󱟫 󱪞,,0,,,syllable/stt2_page_0042_c07_128.png syllable/stt2_page_0046_c05_098.png syllable/stt2_page_0086_c09_196.png syllable/stt2_page_0110_c08_152.png syllable/stt2_page_0160_c01_016.png
帯,dưới,5,5,1,SYLLABLE,True,đai đái đáy đới,14, 帶 撨 𠁑 𢃄 𢋴 𣻉 𤲂 𨑜 𫴋 𬺗 󰍔 󰡈 󰡎,,0,,,syllable/stt2_page_0018_c08_162.png syllable/stt2_page_0078_c09_181.png syllable/stt2_page_0094_c08_169.png syllable/stt2_page_0132_c02_020.png syllable/stt2_page_0166_c04_056.png
寳,xuống,5,5,1,SYLLABLE,True,báu bảo bửu,17, 下 笹 𠁑 𠖈 𡬈 𨑜 𪧍 𫳭 𫴋 𬕹 𬺗 󰞘 󰡎 󱚏 󱟫 󱪞,,0,,,syllable/stt2_page_0016_c04_081.png syllable/stt2_page_0044_c01_017.png syllable/stt2_page_0046_c07_136.png syllable/stt2_page_0068_c08_152.png syllable/stt2_page_0070_c08_134.png
寻,người,5,5,1,SYLLABLE,True,tìm tầm,20,仉 倘 儻 勜 匕 命 圤 徜 昆 皚 躺 辞 㝵 𠊚 𠊛 𣈗 𣈜 𤽗 𫴮 󱫱,,0,,,syllable/stt4_page_0028_c09_113.png syllable/stt4_page_0048_c08_146.png syllable/stt4_page_0116_c03_055.png syllable/stt4_page_0168_c08_155.png syllable/stt4_page_0272_c03_053.png
独,dọc,5,5,3,SYLLABLE,True,độc đục,27,唷 唹 喅 槈 毓 獨 耨 肓 育 袬 逳 㘊 㯮 𡔴 𣫺 𤝠 𤟩 𤠢 𤡴 𤢜,,0,,,syllable/stt2_page_0038_c08_145.png syllable/stt2_page_0284_c04_076.png syllable/stt4_page_0094_c03_062.png syllable/stt11_page_0220_c04_075.png syllable/stt11_page_0232_c06_107.png
爺,sang,5,5,1,SYLLABLE,True,cha da gia,58,刅 创 刱 剏 剙 創 呛 嗆 床 廊 愴 戈 戗 戧 抢 搶 摤 朗 枪 槍,,0,,,syllable/stt4_page_0020_c09_173.png syllable/stt4_page_0076_c03_050.png syllable/stt4_page_0088_c02_020.png syllable/stt4_page_0242_c06_109.png syllable/stt4_page_0248_c08_165.png
少,làm,5,5,1,SYLLABLE,True,thiếu thiển thiểu thảo thẹo thẻo thểu thỉu ít,17, 乄 滥 漤 濫 灠 爪 爫 藍 㕚 𣩂 𣽦 𪵯 𫜵 𬈋 󰥎 󱛝,,13,,,syllable/stt4_page_0014_c05_105.png syllable/stt4_page_0124_c02_025.png syllable/stt4_page_0176_c06_115.png syllable/stt4_page_0234_c09_157.png syllable/stt4_page_0238_c07_138.png
郪,sau,5,5,2,SYLLABLE,True,thê,37,嗟 娄 婁 差 搂 楼 牢 畧 畱 瘥 窂 罒 荖 蹉 䁟 𡕘 𡘠 𡢐 𢀞 𢀠,,0,,,syllable/stt2_page_0102_c06_113.png syllable/stt2_page_0194_c08_136.png syllable/stt2_page_0256_c07_111.png syllable/stt4_page_0202_c02_037.png syllable/stt4_page_0208_c02_031.png
煆,lửa,5,5,3,SYLLABLE,True,hà hạ đoán,8, 𱪵 呂 帞 火 焒 󰌎 󰌕,,0,,,syllable/stt2_page_0058_c05_101.png syllable/stt2_page_0154_c04_070.png syllable/stt2_page_0156_c05_089.png syllable/stt4_page_0198_c01_002.png syllable/stt11_page_0138_c09_194.png
山,sang,5,5,2,SYLLABLE,True,non san sơn,58,刅 创 刱 剏 剙 創 呛 嗆 床 廊 愴 戈 戗 戧 抢 搶 摤 朗 枪 槍,,19,,,syllable/stt2_page_0266_c08_148.png syllable/stt11_page_0020_c05_085.png syllable/stt11_page_0022_c05_105.png syllable/stt11_page_0110_c01_002.png syllable/stt11_page_0222_c01_010.png
俸,bông,5,5,2,SYLLABLE,True,bong bóng bọng bống bổng bỗng bụng phỗng phụng vổng vụng,17, 𱣩 𱽐 厠 梵 艽 芃 葻 蓬 𣒾 𣜳 𥟌 𬡟 󰇿 󰊎 󰵦 󱖮,,7,,,syllable/stt2_page_0188_c09_161.png syllable/stt2_page_0218_c02_027.png syllable/stt2_page_0282_c06_108.png syllable/stt11_page_0092_c01_009.png syllable/stt11_page_0154_c02_024.png
釘,vui,5,5,1,SYLLABLE,True,linh đanh đinh đênh đính đĩnh đứa,14, 戞 杯 盃 衃 𠸟 𢝙 𢞂 𢠿 𣡝 𫽗 𬐩 󱩗 󱩘,,6,,,syllable/stt4_page_0094_c09_180.png syllable/stt4_page_0096_c09_192.png syllable/stt4_page_0144_c05_086.png syllable/stt4_page_0176_c02_036.png syllable/stt4_page_0282_c09_188.png
岀,núi,5,4,1,SYLLABLE,True,xuất,5,倂 㘨 𡶀 𤂬 󱳇,,0,,,syllable/stt11_page_0088_c01_014.png syllable/stt11_page_0154_c02_022.png syllable/stt11_page_0154_c02_027.png syllable/stt11_page_0156_c02_032.png syllable/stt11_page_0228_c02_021.png
啾,su,5,5,1,SYLLABLE,True,thu tiếu tu tưu,11,樞 秋 毹 毺 穌 芇 芻 蒭 蘇 蘓 㮲,,0,,,syllable/stt4_page_0046_c07_151.png syllable/stt4_page_0188_c04_079.png syllable/stt4_page_0272_c09_193.png syllable/stt4_page_0282_c07_152.png syllable/stt4_page_0288_c09_186.png
崿,ra,5,5,1,SYLLABLE,True,ngạc,37,    𱜂 出 加 囉 囖 威 廾 歯 羅 群 蔞 𠚢 𦉼 𦋦 𪜀 𪞷,,0,,,syllable/stt11_page_0092_c06_097.png syllable/stt11_page_0094_c06_116.png syllable/stt11_page_0098_c09_152.png syllable/stt11_page_0178_c01_000.png syllable/stt11_page_0210_c07_110.png
戔,một,5,4,1,SYLLABLE,True,tiên tàn,37,        𱥺 刎 圽 堆 墓 更 歾 歿 殁 殳 沒 没,,0,,,syllable/stt11_page_0034_c02_040.png syllable/stt11_page_0034_c06_128.png syllable/stt11_page_0060_c05_091.png syllable/stt11_page_0238_c02_039.png syllable/stt11_page_0246_c09_180.png
