ヌ	U+30CC
𪢣	U+2A8A3
𪣽	U+2A8FD
𪤠	U+2A920
𪥘	U+2A958
𪥯	U+2A96F
𪦲	U+2A9B2
𪧍	U+2A9CD
𪧸	U+2A9F8
𪨅	U+2AA05
𪪀	U+2AA80
𪪳	U+2AAB3
𪫵	U+2AAF5
𪬡	U+2AB21
𪬫	U+2AB2B
𪭮	U+2AB6E
𪮏	U+2AB8F
𪮒	U+2AB92
𪰛	U+2AC1B
𪰬	U+2AC2C
𪱚	U+2AC5A
𪱜	U+2AC5C
𪱯	U+2AC6F
𪵟	U+2AD5F
𪵯	U+2AD6F
𪺿	U+2AEBF
𪻆	U+2AEC6
𪻒	U+2AED2
𪻞	U+2AEDE
𪻟	U+2AEDF
𪼀	U+2AF00
𪽗	U+2AF57
𪽛	U+2AF5B
𪽡	U+2AF61
𪾋	U+2AF8B
𪾺	U+2AFBA
𪿁	U+2AFC1
𪿸	U+2AFF8
𫀅	U+2B005
𫀢	U+2B022
𫃀	U+2B0C0
𫃚	U+2B0DA
𫃷	U+2B0F7
𫅠	U+2B160
𫆃	U+2B183
𫆉	U+2B189
𫆧	U+2B1A7
𫆴	U+2B1B4
𫇈	U+2B1C8
𫇐	U+2B1D0
𫈅	U+2B205
𫊹	U+2B2B9
𫋶	U+2B2F6
𫌠	U+2B320
𫎤	U+2B3A4
𫏍	U+2B3CD
𫏢	U+2B3E2
𫒨	U+2B4A8
𫔳	U+2B533
𫕾	U+2B57E
𫖀	U+2B580
𫗒	U+2B5D2
𫙔	U+2B654
𫜵	U+2B735
𫡛	U+2B85B
𫡭	U+2B86D
𫡵	U+2B875
𫢚	U+2B89A
𫢩	U+2B8A9
𫢫	U+2B8AB
𫤡	U+2B921
𫥧	U+2B967
𫥨	U+2B968
𫧇	U+2B9C7
𫧣	U+2B9E3
𫧧	U+2B9E7
𫨩	U+2BA29
𫩉	U+2BA49
𫩝	U+2BA5D
𫪁	U+2BA81
𫪥	U+2BAA5
𫪹	U+2BAB9
𫬮	U+2BB2E
𫭔	U+2BB54
𫮇	U+2BB87
𫯝	U+2BBDD
𫰣	U+2BC23
𫲳	U+2BCB3
𫳭	U+2BCED
𫳹	U+2BCF9
𫴋	U+2BD0B
𫴮	U+2BD2E
𫴾	U+2BD3E
𫵇	U+2BD47
𫵈	U+2BD48
𫵦	U+2BD66
𫶸	U+2BDB8
𫶾	U+2BDBE
𫷜	U+2BDDC
𫸬	U+2BE2C
𫸽	U+2BE3D
𫹰	U+2BE70
𫺓	U+2BE93
𫺲	U+2BEB2
𫼚	U+2BF1A
𫽄	U+2BF44
𫽎	U+2BF4E
𫽖	U+2BF56
𫽗	U+2BF57
𫽯	U+2BF6F
𬀦	U+2C026
𬀰	U+2C030
𬁜	U+2C05C
𬃴	U+2C0F4
𬅳	U+2C173
𬈋	U+2C20B
𬈰	U+2C230
𬎷	U+2C3B7
𬏇	U+2C3C7
𬏓	U+2C3D3
𬏝	U+2C3DD
𬐩	U+2C429
𬑉	U+2C449
𬔫	U+2C52B
𬕹	U+2C579
𬖰	U+2C5B0
𬙞	U+2C65E
𬚸	U+2C6B8
𬚼	U+2C6BC
𬛃	U+2C6C3
𬛠	U+2C6E0
𬠩	U+2C829
𬠬	U+2C82C
𬦿	U+2C9BF
𬧡	U+2C9E1
𬧾	U+2C9FE
𬨠	U+2CA20
𬨱	U+2CA31
𬨺	U+2CA3A
𬩅	U+2CA45
𬩍	U+2CA4D
𬩓	U+2CA53
𬮤	U+2CBA4
𬯜	U+2CBDC
𬰠	U+2CC20
𬰢	U+2CC22
𬴑	U+2CD11
𬺗	U+2CE97
𭉏	U+2D24F
𭋙	U+2D2D9
𭲖	U+2DC96
𮌱	U+2E331
𮤭	U+2E92D
著	U+2F99F
𰈏	U+3020F
𰑚	U+3045A
𰔫	U+3052B
𰙔	U+30654
𰨂	U+30A02
𱍸	U+31378
𱍺	U+3137A
𱍽	U+3137D
𱏫	U+313EB
𱏯	U+313EF
𱏺	U+313FA
𱐍	U+3140D
𱐨	U+31428
𱐩	U+31429
𱐬	U+3142C
𱐭	U+3142D
𱑕	U+31455
𱒢	U+314A2
𱓞	U+314DE
𱔫	U+3152B
𱙎	U+3164E
𱙘	U+31658
𱜂	U+31702
𱜢	U+31722
𱝮	U+3176E
𱞋	U+3178B
𱠎	U+3180E
𱠳	U+31833
𱢑	U+31891
𱢞	U+3189E
𱢽	U+318BD
𱥺	U+3197A
𱪵	U+31AB5
𱴸	U+31D38
𱸳	U+31E33
𱺵	U+31EB5
𱻊	U+31ECA
𱻌	U+31ECC
𱼙	U+31F19
𱽇	U+31F47
𲄆	U+32106
𲄋	U+3210B
𲇁	U+321C1
𲍣	U+32363
󰀉	U+F0009
󰀎	U+F000E
󰀘	U+F0018
󰁂	U+F0042
󰁐	U+F0050
󰁯	U+F006F
󰁰	U+F0070
󰁳	U+F0073
󰃃	U+F00C3
󰃆	U+F00C6
󰄜	U+F011C
󰄞	U+F011E
󰅈	U+F0148
󰅎	U+F014E
󰅏	U+F014F
󰅟	U+F015F
󰅹	U+F0179
󰆄	U+F0184
󰆙	U+F0199
󰇕	U+F01D5
󰈶	U+F0236
󰉚	U+F025A
󰉨	U+F0268
󰉩	U+F0269
󰉺	U+F027A
󰋇	U+F02C7
󰌎	U+F030E
󰌑	U+F0311
󰌕	U+F0315
󰍔	U+F0354
󰍱	U+F0371
󰎰	U+F03B0
󰎾	U+F03BE
󰏙	U+F03D9
󰏤	U+F03E4
󰏲	U+F03F2
󰐗	U+F0417
󰑔	U+F0454
󰒂	U+F0482
󰒯	U+F04AF
󰓁	U+F04C1
󰓟	U+F04DF
󰔝	U+F051D
󰕒	U+F0552
󰕛	U+F055B
󰖢	U+F05A2
󰘚	U+F061A
󰛢	U+F06E2
󰛩	U+F06E9
󰛺	U+F06FA
󰜡	U+F0721
󰝎	U+F074E
󰞘	U+F0798
󰞺	U+F07BA
󰟔	U+F07D4
󰟭	U+F07ED
󰟱	U+F07F1
󰟵	U+F07F5
󰠃	U+F0803
󰠉	U+F0809
󰠝	U+F081D
󰠠	U+F0820
󰠱	U+F0831
󰡈	U+F0848
󰡎	U+F084E
󰡏	U+F084F
󰡲	U+F0872
󰡽	U+F087D
󰢔	U+F0894
󰢽	U+F08BD
󰢿	U+F08BF
󰣳	U+F08F3
󰥎	U+F094E
󰧙	U+F09D9
󰩄	U+F0A44
󰪀	U+F0A80
󰬃	U+F0B03
󰬍	U+F0B0D
󰬨	U+F0B28
󰭂	U+F0B42
󰭃	U+F0B43
󰭖	U+F0B56
󰭻	U+F0B7B
󰮏	U+F0B8F
󰮙	U+F0B99
󰯯	U+F0BEF
󰰐	U+F0C10
󰳁	U+F0CC1
󰳋	U+F0CCB
󰵄	U+F0D44
󰵅	U+F0D45
󱂵	U+F10B5
󱅫	U+F116B
󱈗	U+F1217
󱉎	U+F124E
󱉟	U+F125F
󱉿	U+F127F
󱊨	U+F12A8
󱏙	U+F13D9
󱏥	U+F13E5
󱓽	U+F14FD
󱖕	U+F1595
󱗟	U+F15DF
󱘆	U+F1606
󱘌	U+F160C
󱙀	U+F1640
󱙌	U+F164C
󱙢	U+F1662
󱙣	U+F1663
󱙤	U+F1664
󱙦	U+F1666
󱚈	U+F1688
󱚍	U+F168D
󱚏	U+F168F
󱛙	U+F16D9
󱛝	U+F16DD
󱛵	U+F16F5
󱛾	U+F16FE
󱜜	U+F171C
󱜫	U+F172B
󱝂	U+F1742
󱝙	U+F1759
󱝝	U+F175D
󱝬	U+F176C
󱝮	U+F176E
󱝱	U+F1771
󱞥	U+F17A5
󱞾	U+F17BE
󱞿	U+F17BF
󱟎	U+F17CE
󱟏	U+F17CF
󱟓	U+F17D3
󱟔	U+F17D4
󱟟	U+F17DF
󱟣	U+F17E3
󱟤	U+F17E4
󱟫	U+F17EB
󱟳	U+F17F3
󱟻	U+F17FB
󱟼	U+F17FC
󱠴	U+F1834
󱠽	U+F183D
󱡃	U+F1843
󱡙	U+F1859
󱢋	U+F188B
󱣎	U+F18CE
󱤇	U+F1907
󱤍	U+F190D
󱤘	U+F1918
󱤤	U+F1924
󱤮	U+F192E
󱤯	U+F192F
󱤱	U+F1931
󱥙	U+F1959
󱦆	U+F1986
󱦏	U+F198F
󱦞	U+F199E
󱦟	U+F199F
󱦦	U+F19A6
󱧔	U+F19D4
󱧡	U+F19E1
󱧥	U+F19E5
󱧽	U+F19FD
󱨄	U+F1A04
󱨦	U+F1A26
󱨱	U+F1A31
󱨵	U+F1A35
󱩗	U+F1A57
󱩘	U+F1A58
󱩥	U+F1A65
󱩰	U+F1A70
󱪃	U+F1A83
󱪈	U+F1A88
󱪉	U+F1A89
󱪏	U+F1A8F
󱪞	U+F1A9E
󱫦	U+F1AE6
󱫱	U+F1AF1
󱬀	U+F1B00
󱭦	U+F1B66
󱭯	U+F1B6F
󱮅	U+F1B85
󱯄	U+F1BC4
󱯆	U+F1BC6
󱯝	U+F1BDD
󱯥	U+F1BE5
󱰐	U+F1C10
󱰕	U+F1C15
󱰷	U+F1C37
󱰹	U+F1C39
󱳄	U+F1CC4
󱳇	U+F1CC7
󱳍	U+F1CCD
󱳏	U+F1CCF
󱳮	U+F1CEE
󱳶	U+F1CF6
󱴀	U+F1D00
󱸗	U+F1E17
󱸞	U+F1E1E
󱸟	U+F1E1F
󱸡	U+F1E21
󱹀	U+F1E40
󱹛	U+F1E5B
󱺄	U+F1E84
󱺆	U+F1E86
󱼑	U+F1F11
󱼓	U+F1F13
󱼖	U+F1F16
